"","text","time","sentiment"
"181","Сериал так себе, один раз посмотреть можно. В некоторых моментах довольно угадываемый сюжет. Но хуже всего то, что при оглавлении, что сериал ""закончен"", на самом деле окончания в нем нет... Как было сказано в старой пословице: ""Танцевал, танцевал  и не поклонился...!"" Из-за такого окончания ставлю ""минус""","2015-02-10T22:20:48+02:00","negative"
"182","Слишком много сентиментальщины, слишком мало здравого смысла. Стивен Кинг сдаёт позиции, или же очень редко посещает съёмочную площадку. А зря...","2013-07-24T16:47:52+03:00","negative"
"183","Я очень люблю сериалы формата SciFi, но это полный отстой и потраченное время. То что в сериале куча бредовых моментов я не обращал внимания ради концовки. но финал сериала это редкостный бред. Не тратьте время. Смотрите хорошие сериалы и кино.","2015-01-19T17:58:03+02:00","negative"
"184","ужасный сериал может первая серия норм ну след  бред бредом 
пародия на Остаться в живых (телесериал) оценка -1","2014-08-08T14:15:38+03:00","negative"
"185","Да, начало было оооочень многообещающим, но последние серии три как то сошел интерес, а последняя серия и вовсе разочаровала. Снимаю свой плюс. У Кинга так часто, задумка стоящая, а воплощение посредственное.","2015-02-12T16:43:28+02:00","negative"
"186","Первый и второй сезоны еще куда ни шло,но 3 меня разочаровал однозначно,все плохо начиная от спецэффектов,костюмов и грима,которые выглядят до ужаса убого и не грамотно сделано,заканчивая игрой актеров,которая стала неестественной,что ле.Начиналось все с 10 баллов а сейчас 3 и то с натяжкой.Аж не могу смотреть дальше,убивает грим!в начале 3 сезона где Джуниор в пещере в белой футболке на месте выстрела(ему попали в плечо и в футболке должна быть дырка)просто пальцем намазано красной,даже не цвета крови,краской!!Ну что это такое?И это только малое из того что я заметила.","2015-07-19T13:39:25+03:00","negative"
"187","переврали и передрали книгу, причем местами. конец вообще ""неочем"". столько времени потратил на эту альтернативную реальному сюжету муру.","2015-02-17T19:52:27+02:00","negative"
"188","1 сезон норм зачет оригинальность сериала заинтриговала было интересно смотреть
2 сезон ка кто заежджено сериал исчерпал себя было бы разумно на этом закончить
3 сезон уже бред полный 

3 сезон осилил пару серий и перестал смотреть","2015-10-10T09:12:30+03:00","negative"
"189","Ужасно плохой сериал. Если первый сезон смотрел ещё хоть с каким то интересом, то дальше это просто бред. Ничего общего с книгой практически нет. Такое ощущение, что сценаристы работают на ходу. Игра актёров иногда оставляет желать лучшего. Спец эффекты особенно под конец настолько ущербные, что смотреть становится уже совсем смешно","2015-09-29T17:53:44+03:00","negative"
"190","Кто подскажет альтернативу ФСу? фс себя изжил, нормально работает только реклама, все остальное вечно тупит...","2015-09-05T19:13:34+03:00","positive"
"191","Мені вистачило лише однієї серії,щоб скласти враження про цю горе-екранізацію
Мене,як поціновувача Кінга,негативно вразив серіал з першої ж хвилини.Підбір акторів на деякі ролі поганий,а сюжет занадто переінакшили.ЗАНАДТО
Загалом,якщо ви книги не читали,то можете без сумлінь починати дивитись цей серіал,а якщо вам після прочитання книги захочеться подивитись,що з цього вийшло на екрані,то скоріше всього ви розчаруєтесь
Прикро.","2015-08-01T16:47:04+03:00","negative"
"192","Первые 2 сезона более менее нормальный сериал , а вот в третьем началась такая мыльная ахинея, что смотреть даже противно((","2015-08-16T03:00:37+03:00","negative"
"193","Актеры ни какие, игра ужасная (как минимум сильно переигрывают), молчу уже про саму бредовость сюжета.","2015-07-07T18:10:58+03:00","negative"
"194","Какая-то примитивная муть. Набор всех штампов и пороков некачественных сериалов.
- появление из неоткуда новых героев в новых сезонах и очень скоропостижная кончина старых изживших себя персонажей несмотря на их ключевую роль в прошлом
- Полно раздражающих мелочей.
- неадекватные реакции героев
- надуманная интрига
- бездушная и безинициативная массовка.
Что это вообще ? Не покупайтесь на Дина Норриса.. Он хорош, но он один не стоит этого потраченного времени","2015-06-28T02:54:53+03:00","negative"
"195","Досматрива сериал с большим трудом. Ближе к концу он превратился в полную ахинею, реплики героев пустые и тупые, наворотили все в кучу что только могли и даже квантовую механику приписали, что есть утопия. Последние серии просто маразм. Я книгу одолел до половины давно еще, но не удивлюсь если и по книге  навалено столько чуши в кучу. Че только нет и мистика. и ожившие мертвые, и чревоточины, и квантовая механика, и космос с разумными метеоритами! Разумный метеорит, который волнуется за жизнь когото там-ахинея.","2015-06-25T13:50:18+03:00","negative"
"196","Досмотрел до 30:44 первой серии и понял, что экранизация - полное г..вно! Единственная схожая мысль с книгой - это название города и то, что он под куполом! На этом сходство закончилось!
Людям, которые прочитали книгу и думают, стоит ли смотреть сериал, посоветую НЕ смотреть сериал.
Мое личное мнение - просто провал. С другой стороны, можно, конечно, попробовать рассматривать этот сериал в качестве какого-то другого сюжета и не привязываться к книге - тогда, теоретически, можно получить удовольствие от его просмотра!
Ну а моя личная оценка - 0!","2015-06-19T14:30:13+03:00","negative"
"197","Зазвичай пишу коментарі  тільки до серіалів, які мені сподобалися, але тут зроблю виключення.

Початок був цікавим та інтригуючим, проте чим далі, тим більше з""являлося в сюжеті різних нісенітниць. Перераховувати не буду, самі побичили/ побачите. Да, і, до речі, акторка, що виконує роль сестри головного героя просто НІЯКА. 

Загальне враження 5/10.","2015-05-17T22:11:13+03:00","negative"
"198","Я ""сериаломан""
Просмотрел очень много шедевров и разумеется откровенного говна.
Этот вошел, я бы даже сказал ворвался в мой личный топ из серии ""говна"". Вместе с еще двумя подобными ""шедеврами"", они делят почетное первое место.

Приятного просмотра;)","2015-03-06T03:58:28+02:00","negative"
"199","Многие пишут в коментах,фильм отстой,книга лучше и т.д.Но лично я читать не особо люблю,да и времени на это нет.И все произведения Кинга смотрю только в кино.
Да и что сравнивать книгу и фильм?Это тоже самое что сравнить колу с пепси,каждому свое.И естественно после прочтения книги фильм будет казаться хуже,когда ты представлял героев и все что их окружало по иному,а тут все иначе.
Короче говоря,я всем всегда советую,сначала смотреть фильм и только потом читать книгу.
Мне сериал нравится!","2013-08-25T03:42:41+03:00","positive"
"200","Хороший сериал!!! Хорошо снят и артисты стараються.Сейчас трудно говорить о  популярности этого сериала...Пока ...первые две серии обнадеживают...как мне показалось события  довольно  легко предсказуемы..Пока  ничего  такого сверестественного Буду смотреть и дальше сериал...пока оцениваю сериал как  9 из 10.сериал в какой то мере держит при просмотре в напряжении . Удачные сьемки, неплохие спецэфекты вносят какуе то свежую струю в фильме.","2013-07-03T02:35:35+03:00","positive"
"201","Очень понравился сериал,как 1 так и 2 серия,жду следующих,(Кубик в Кубе не изменяю=)...)    кстати когда они будут??","2013-07-08T18:07:35+03:00","positive"
"202","три серии посмотрел. ничего не произошло. никаких ответов. да и загадок новых никаких по сравнению с первой серией. разочаровался.","2013-07-11T20:48:11+03:00","negative"
"203","на второй серии начал перематывать. третью смотреть не стал. скучно.
город, купол, воду пропускает, дым задерживает, статическое электричество. никто не ищет источник в геометрическом центре сферы, только беспризорный школьник чёто пытается измерить.
сериал будет провальным.","2013-07-12T01:42:12+03:00","negative"
"204","Первая серия заинтриговала, но вторая вообще ни о чем. Почитал, что и другие разочаровались, третью серию не стал смотреть...","2013-07-14T17:18:42+03:00","negative"
"205","Ох и муть! Книгу не читал, первая серия была еще ничего такая, но потом... Тупость актеров, затянутость сюжета, плохая игра. Еще и каких-то стремных лезбух в сериал притащили, и в каждой серии реклама Windows... Скорее бы вышли новые серии таких сериалов как ""Во все тяжкие"" ну или хотя бы ""Ходячие мертвецы"" (где тупость актеров не меньше, но хотя бы интересно смотреть), а то смотреть уже нечего.","2013-07-23T23:55:41+03:00","negative"
"206","Интересный сериал! Я сейчас на 6-ой серии и есть еще надежда на хеппи энд, но зная дедушку Кинга... да, его не будет! По-моему, Кинга лучше читать! Для того он и пишет, чтоб читали! Но я,    все же, досмотрю! Заинтриговал!","2014-03-30T01:15:09+02:00","positive"
"207","По началу заинтриговал, к тому же Кинг! но... потом - интерес потерялся, актеры оставляют желать лучшего, затянуто все как-то, короче отстой! Книга в 1000 раз лучше!!!","2013-10-10T13:57:41+03:00","negative"
"208","Посмотрел 2 серии, так как закончились мои любимые декстер и во все тяжкие. Сериал -  сказочка для подростков. Очень слабый. Сразу скажу, что книгу не читал. Кинга в принципе не люблю.","2013-10-13T01:25:37+03:00","negative"
"209","Поначалу было интересно, но после 9й серии я понял что это бред, и досмотрел до конца в надежде что это последняя серия и больше не будет, но оказывается что это только первый сезон, да ну его нафиг. Народ смотрите ""Внешние пределы"" вот там сюжетики ядовые","2013-10-18T00:04:17+03:00","negative"
"210","Сериал полная лажа. Очень растянут и не уместен. За это время я мог прочитать книгу и не тратить его в пустую. Не рекомендую к просмотру. Причем просмотрев 2 сезона по 13 серий он так и не закончился и его продлили на 3 сезон который выйдет летом 2015, вообщем буду читать книгу и забиваю на сериал, что вам и рекомендую сделать!","2014-12-05T01:28:20+02:00","negative"
"211","2й сезон просто бред , первый сезон можно было еще смотреть хоть как то , но второй просто невозможно =(","2014-12-08T21:43:55+02:00","negative"
"212","Это самый ужасный сериал, что я видел, сюжет настолько высосан с пальца, дальше некуда.
Мне кажется сценаристы сами не знали какого сюжета хотели, герои сами не знают на какой они стороне, и...маразм крепчал. Досмотрел только от того, что интересно было узнать, до чего же этот маразм докатился","2014-12-26T21:02:43+02:00","negative"
"213","Если хотите получить кайф от захватывающего интересного сюжета, с весьма свежими идеями и характерными персонажами - НЕ смотрите этот сериал :) Читайте книгу Кинга :)

Сериал ОЧЕНь слаб; каждая серия - как трейлер к самой себе. Герои получились набросками, поступки нелогичными, развитие сюжета - скомканным и смазанным - в общем, с книгой ничего общего. И если даже забыть о том, что это крайне неудачная экранизация, а представить, что это самостоятельный сериал - на фоне десятков добротных сериалов, которые сейчас снимают, да и массы старых, этот сильно хромает.","2015-05-01T19:02:19+03:00","negative"
"214","Вот книгу читать не стал бы... Тратить время на чужое испражнение ума, не несущее в себе какое-то полезное зерно истины, способствующего просветлению, либо опыта, пригодившегося в жизни...

А вот сериал посмотреть можно, особенно после бурного дня жизни в мегаполисе, хотелось бы оказаться где-нибудь под куполом в живописном забытом городке, где-нибудь в Аризоне... 

Вобщем, высосано из пальца, но на лысого чувака из breaking bad просто приятно смотреть, этот его сынок - мусор, очень похож на сына зеленого профессора из человека - паука, у него та же роль и образ, вечно в тени славы своего отца, на грани между сумашествием и героизмом и мужеством. Барби подобрали по архетипу и образу Пола Уокера, за ним уже скучает зритель, та же коричневая футболка,джинсы и ботинки, скулы ,блондин, голубые глаза глаза рубаха-парень , любовь всех телок,с стремным прошлым и надломом, ну и, конечно на рыжую красавицу-журналистку приятно смотреть... 3/5","2014-09-19T01:46:14+03:00","negative"
"215","Сериал понравился, вот только концовка уж слишком не доделана!!! как по мне-нехватает еще хотя бы одной серии!","2014-04-16T21:10:52+03:00","positive"
"216","Мне это напоминает мультфильм ""симпсоны в кино"" Идея хорошая и снято неплохо, советую всем любителям жанра.","2013-07-30T18:02:52+03:00","positive"
"217","Начинал смотреть с мыслью, что будет как всегда затянуто... но затянуло, жду следующих серий! 9 из 10","2013-07-28T17:41:31+03:00","positive"
"218","люди я прошу прощение, но как можно оскорблять С.Кинга...идите смотрите свой бред, 100% поддерживаю людей которые шарят в таком крутом жанре , не обессудьте но идите смотрите аниме !!!!!!
Всем спасибо поклонникам Кинга а все остальные просто ЧЕРТИ!!!!!!!!!","2013-07-25T02:16:28+03:00","positive"
"219","прочитала книгу, очень ждала экранизации. Первая серия впечатлила, пока все соответсвует книге и очень хорошо снято. Подбор актеров не впечатлил, но журналистка очень даже молодец. Дальше посмотрим)","2013-07-01T23:34:25+03:00","positive"
"220","Звезда сериала ""Во все тяжкие"" - свояк W.W. Хэнк Шрейдер, да еще и пилот вертолета из ""Lost""... Чувствую еще один восходящий мегасериал.  Пилотная серия смотрится на одном дыхании, ждем следующих.","2013-06-26T22:33:18+03:00","positive"
"221","Только закончил читать книжку. Нудноватой показалась. Может фильм поживее будет. Интересно как они смогут экранизировать финал. Пиротехники должны постараться. Если бы сделали фильм по его роману ""Бессонница"", то это действительно был бы ""вынос мозга"".","2013-06-27T23:00:23+03:00","positive"
"222","Отзыв писал не польстившись на 1-ю серию. Ну, снято не плохо, соглашусь... Но, ппц, как всё наивно и далеко от реальной жизни. Некоторые сцены натянуты и притянуты за уши, шо яйца ко лбу. Я уверен, хвалебные оды - это от людей, которым максимум до 30 лет и которые без понятия, что и как в государстве функционирует, и знают о взаимоотношениях людей только по инету.  Люди, кто отличает Баха от Фейербаха и эрудирован от Эдиты Пьехи до ""пошёл ты на ..."" фильм, реально, будет не интересен.","2013-07-03T21:38:19+03:00","negative"
"223","Посмотрел одну серию, и не могу понять почему просто подкоп не сделать ?
если купол упал, а не появился, то можно подкоп  сделать!  меня бесит. Может кто понял объясните .","2013-07-23T20:53:57+03:00","negative"
"224","Так половина героев же переделана!! Чем им не угодили персонажи с Кинга? Барби например был бомжом, а здесь крутой мен. И где грузовик который на полном ходу втаранивается в ""стену"" после самолета?","2013-06-30T09:22:20+03:00","negative"
"225","отличный сериал, Кинг не подкачал :)","2013-06-26T11:55:47+03:00","positive"
"226","Книга просто супер,і серіал має всі шанси стати шедевром.","2013-06-29T14:35:36+03:00","positive"
"227","Он афигенен,бесподобен,надеюсь незапорят и дальше!","2013-06-28T23:33:58+03:00","positive"
"228","откуда у них ветерок ?","2013-08-17T02:41:50+03:00","positive"
"229","Сценаристы фантазеры. Лучше читайте книгу.","2013-08-05T20:04:31+03:00","negative"
"230","очень слабо снято, второсортный сериал","2013-08-01T21:56:11+03:00","negative"
"231","Интересно что же будет дальше.","2013-07-04T23:22:46+03:00","positive"
"232","Отличный сериал!!! Начало многообещающее. Идея вроде неплохая - будем смотреть. Общая оценка: 9/10.","2013-06-26T23:08:13+03:00","positive"
"233","Надеюсь не запорят сериал по Кингу, как запороли ""Хэйвен""","2013-06-25T21:36:58+03:00","positive"
"234","скучновато для сюжета по кингу (","2013-08-27T13:10:54+03:00","negative"
"235","Первая серия понравилась.","2013-06-26T21:38:09+03:00","positive"
"236","Читайте книгу, і потім буде цілком адекватна оцінка серіалу....","2013-07-01T02:52:11+03:00","positive"
"237","Сериал понравился.","2013-07-13T23:17:25+03:00","positive"
"238","Вообще-то, я не очень люблю сериалы, но этот мне очень понравился ! рекомендую к просмотру !","2013-07-30T11:04:31+03:00","positive"
"239","Похоже на шестой серии, сериал начали сливать.Еле досмотрел.А всё так неплохо начиналось.","2013-08-03T03:38:11+03:00","positive"
"240","Не без ляпов, но, в целом, очень приятный сериал. Просмотрел 5 серий в один заход и хочется еще","2013-08-04T22:59:59+03:00","positive"
"241","не шедевр конечно, но хорош сам по себе","2013-08-25T12:55:00+03:00","positive"
"242","лучше прочитать книгу...","2013-10-17T23:54:47+03:00","negative"
"243","сериал норм.","2013-10-21T19:58:50+03:00","positive"
"244","Стоящий!!!!","2013-10-28T23:33:56+02:00","positive"
"245","сериал не плохой)  смотреть можно)  но когда продолжение? кто то в курсе?","2014-01-27T23:41:46+02:00","positive"
"246","Классный сериал","2014-02-02T21:52:35+02:00","positive"
"247","Понравилась 1 серия 2 сезона, сюжет классный","2014-07-02T17:48:28+03:00","positive"
"248","Просто посмотрите и вы будете рады)))))))","2014-07-28T16:16:16+03:00","positive"
"249","такий норм","2013-07-17T15:12:57+03:00","positive"
"250","Книгу не читал, но сериал хороший, интересный)","2013-08-02T21:43:21+03:00","positive"
"251","Хороший сериал. События интересные и затягивающие","2013-08-02T02:21:27+03:00","positive"
"252","сериал классный, не оторватся очень интересно!интригующие моменты завораживают!!","2013-07-25T16:57:26+03:00","positive"
"253","Офигенный сериал.Жду больше новых серий!!!","2013-07-25T13:41:36+03:00","positive"
"254","По идее должен быть отличный сериал. Пилотная серия выше всех похвал, очень заинтриговали.","2013-06-30T11:28:05+03:00","positive"
"255","красивий і динамічний серіал. З нетерпіням чекаю продовження","2013-07-15T14:31:55+03:00","positive"
"256","супер игра актеров отличная сериал затягивает!","2013-07-11T10:43:37+03:00","positive"
"257","Читав книжку, там буде дуууже багато цікавого ))))","2013-07-05T12:54:05+03:00","positive"
"258","Круто","2013-09-15T17:09:56+03:00","positive"
"259","Многообещающее начало!","2013-06-29T17:29:50+03:00","positive"
"260","первая серия зачет","2013-06-28T18:36:00+03:00","positive"
"261","очень очень офигенный сериал советую 10/10","2013-08-17T18:43:40+03:00","positive"
"262","Нормальный сериал. Да есть моменты затянутые, но в целом очень даже не плохо. Пошёл на ура.","2013-08-29T23:20:34+03:00","positive"
"263","Надеюсь на будущее что это не конец,потому что очень понравился сериал.","2013-10-01T08:51:08+03:00","positive"
"264","Хороший сериал рекомендую","2014-08-27T00:06:09+03:00","positive"
"265","прикольный сериал,не могла оторваться..._))","2013-10-05T22:00:58+03:00","positive"
"266","Много писать не буду!Сериал шедевр,Кинг просто генеален!Режесеру 5+","2015-08-01T15:03:38+03:00","positive"
"267","Отличный сериал! Смотрю с удовольствием каждую новую серию!","2014-09-29T09:39:08+03:00","positive"
"268","непоганий серіалчик!!!!","2014-09-27T13:48:15+03:00","positive"
"269","прикольний!!!!!!!!1","2014-09-26T02:45:47+03:00","positive"
"270","Сериал ну просто класс начал смотреть на одном дыхании,советую всем!","2014-11-30T13:53:07+02:00","positive"
"271","Книгу не читал. Но как по мне, то сериал очень даже не плохой. Стоит посмотреть.","2014-07-19T23:21:43+03:00","positive"
"272","Переглянула першу серію. Враження позитивні. Надіюсь надалі буде ще цікавіше.","2014-06-13T23:25:27+03:00","positive"
"273","чекаю продовження)*","2014-02-22T16:07:17+02:00","positive"
"274","ЛЮДИ читайте книгу!!","2013-11-14T17:28:03+02:00","negative"
"275","курсовая работа.........не больше!
игра актеров и разговоры просто набор слов и сотрясание воздуха","2013-10-11T14:40:32+03:00","negative"
"276","ну ничего себе начало второго сезона, такого я не ожидал 
советую всем","2014-07-04T03:51:40+03:00","positive"
"277","Стивен Кинг он и в Африке Стивен Кинг.
Отличный сериал с напряженной обстановкой !","2013-06-27T11:19:05+03:00","positive"
"278","Пару серій вже подивилась.....Мені цікаво....Незнаю як вам....Хочу знати що буде далі))))))","2014-04-07T14:00:02+03:00","positive"
"279","хороший сериал, только начал смотреть а уже затянул)","2013-12-16T21:55:31+02:00","positive"
"280","сериал отличный! 7 серия задела!","2013-11-21T19:58:07+02:00","positive"
"281","это провал","2013-09-19T17:16:34+03:00","negative"
"282","Сериал не плохой, только большие расхождения с книгой.","2013-08-12T23:35:49+03:00","positive"
"283","Сериал норм. но будет второй сезон((","2013-09-19T00:45:15+03:00","positive"
"284","Блин! !2 серия это не конец!!!!!!!!!!!! Где же развязка?","2013-09-16T23:25:43+03:00","positive"
"285","Зря я потратил только время, на просмотр этого сериала.","2013-08-13T19:28:33+03:00","negative"
"286","Книгу не читал, сериал - нравиться, и ингригует с первых серий!","2013-07-30T16:05:14+03:00","positive"
"287","Підозрюю, що це буде серіал із тих, які не хочеться, аби вони закінчувалися.","2013-06-28T17:49:11+03:00","positive"
"288","а я думал что уже пропадет купол и все будут на свободе))))","2014-08-18T20:32:51+03:00","positive"
"289","интрижка просто пипец какая! сморите не пожалеете!","2014-07-16T21:46:18+03:00","positive"
"290","__Вопрос__ Откуда ветер в куполе =Р","2015-07-23T21:43:10+03:00","positive"
"291","классный фильм,рекомендую","2014-09-24T09:11:41+03:00","positive"
"292","Классный сериал","2014-11-15T19:15:29+02:00","positive"
"293","Книга интересней. Это если в двух словах.","2014-11-17T17:01:23+02:00","positive"
"294","Просто ШикаРНИЙ Серіал!кожну серію дивився з задоволенням!Чекаю 3 сезона)","2015-02-26T12:28:51+02:00","positive"
"295","70% первой серии 3 сезона слепили  с обрывков 1-2 сезона, остальные 30% бред сивой кобылы!","2015-07-01T12:41:56+03:00","positive"
"296","Смотрится как по маслу.","2015-07-09T11:29:13+03:00","positive"
"297","Интересный сериал,всем советую!","2015-07-28T15:50:16+03:00","positive"
"298","Прочитав опис і одразу вирішив читати книгу. Захоплює, Кінг майстер своєї справи.","2015-08-10T10:33:19+03:00","positive"
"299","Мне нравиться, но местами много драматизма и сюжетных приемчиков из бразильских сериалов.","2015-08-13T14:07:53+03:00","positive"
"300","круто. мне понравилось.... 4й сезон ожидаю","2015-09-11T18:53:12+03:00","positive"
"301","ЧЕСНО НЕ ПОНРАВИЛОСЬ, ОЖИДАЛ ЛУЧШЕГО А В ОТВЕТ МНОГО ФАНТАСТИКИ((((","2015-09-13T17:35:56+03:00","positive"
"302","Рыжая баба кумарит.","2015-09-16T03:09:32+03:00","negative"
"303","да стоит того что бы смотреть!!!","2013-06-26T20:51:59+03:00","positive"
"304","Смотрела сериал,читала книгу. и от экранизации и от книги в восторге. то что надо)","2015-11-13T20:13:24+02:00","positive"
"305","Барбі- ти супер... серіал мені загалом теж сподобався, а от кінець-не дуже","2015-10-16T17:49:00+03:00","positive"
"306","Хороший сериал! Очень понравился! Смотрела на одном дыхании!)","2015-10-14T00:03:43+03:00","positive"
"307","Средненький сериал.Книга намного лучше.","2013-08-20T13:37:34+03:00","positive"
"308","Книгу не читала, а сериал очень понравился! Жду продолжения с нетерпением!)))","2014-08-01T08:46:35+03:00","positive"
"309","Ураааа второй сезон. Я уже плесенью покрылся пока ждал его выхода.","2014-07-07T11:19:23+03:00","positive"
"310","Сериал класс, жду 2 сезона , очень жду )))","2014-02-18T22:12:13+02:00","positive"
"311","А мне понравилось!!!!!!!!!! Когда второй сезон?????????","2014-01-04T19:43:54+02:00","positive"
"312","Книгу не читал. Фильм понравился. жду второго сезона.","2013-11-13T19:48:11+02:00","positive"
"313","сериальчик отличный! Заманивает! Вообще крут...оценка 10 из10!! )))))))))))","2013-09-21T21:57:41+03:00","positive"
"314","так себе....но затягивает....когда будет продолжение???","2013-08-03T17:15:20+03:00","positive"
"315","Ну очень,очень крутой сериал с не терпением жду продолжения.","2014-08-30T12:13:29+03:00","positive"
"316","мені дуже навіть сподобалось) шанувальниця кінга, і думаю що і книгу проковтну на лічені дні)","2013-08-01T16:10:58+03:00","positive"
"317","класний сериал, советую!!!","2013-07-17T11:51:46+03:00","positive"
"318","Сериал очень понравился ! 
Таких сериалов очень мало. 
Любителям сериала LOST должно понравиться.","2013-07-03T14:42:25+03:00","positive"
"319","шикарное начало)","2013-07-01T14:59:18+03:00","positive"
"320","Перша серія супер, все як по книжці, буду чекати наступні серії","2013-06-30T22:46:57+03:00","positive"
"321","довольно неплохо!","2013-06-28T09:54:02+03:00","positive"
"322","Заинтересовал.Рекомендую!","2013-06-27T23:35:43+03:00","positive"
"323","Много несовпадений с книгой. Книга супер.","2014-08-03T14:28:39+03:00","positive"
"324","ОтличнЫй сериал.  Стивен Кинг одним словом. экранизация пока нравится)) рекомендую.","2014-09-04T16:32:17+03:00","positive"
"325","Одобрено!","2014-09-07T23:39:52+03:00","positive"
"326","К третьему сезону, сериал скатился в помои.","2015-07-19T23:23:40+03:00","negative"
"327","Сировато, але дивитися можна.","2015-09-21T13:36:09+03:00","positive"
"328","Неплохой сериал, правда не по книге вовсе!","2015-09-21T10:56:33+03:00","positive"
"329","Не ЛОСТ, но смотреть можно. Хотя ляпов полно.","2015-09-20T17:49:39+03:00","positive"
"330","Задумка прикольная. Но исполнение отвратительное, игра актеров слабая, спецэффекты ужасные.","2015-09-14T12:05:38+03:00","negative"
"331","3-й сезон - это просто насилие над мозгом..","2015-08-26T18:57:03+03:00","negative"
"332","Мне сериал понравился ,хоть и сюжет с каждым сезоном всё более закручен ,но и интересней","2015-08-18T09:38:46+03:00","positive"
"333","Вот смотрю 3-ий сезон как раз, где образовалось стадо, такое чувство вроде в сРашке оказался.","2015-08-12T21:48:29+03:00","positive"
"334","нудотина. хватило на 3серии","2015-07-22T15:40:44+03:00","negative"
"335","Перший сезон був ще норм а потім тупий треш","2015-07-16T18:11:32+03:00","negative"
"336","Довольно не плохой сериал, и выделяется из массы того дерьма - которое сейчас снимают.","2015-07-11T11:28:28+03:00","positive"
"337","как-то 3-й сезон только не впечатляет(","2015-07-11T02:27:30+03:00","positive"
"338","Первый сезон отличный, но начиная со второго полнейший бред.","2015-07-10T19:55:39+03:00","negative"
"339","Мне понравился сериал.
Рекомендую всем.","2014-11-16T13:38:19+02:00","positive"
"340","Сериал прервался на втором сезоне. Смысла смотреть теперь его нету. Конца не будет.","2014-09-29T10:26:00+03:00","negative"
"341","класний супер...)))))!","2014-09-27T20:20:25+03:00","positive"
"342","Один из лучших сериалов. Закрутили, в голову не лезит. Концовка, отличная","2014-09-25T09:34:13+03:00","positive"
"343","я так и непонял концовки этого сериала(","2014-05-25T08:53:34+03:00","positive"
"344","Классный сериальчик. Дождаться не могу уже 2-й сезон","2014-02-23T19:06:18+02:00","positive"
"345","Скорее бы второй сезон !!!!!!","2014-05-02T20:46:44+03:00","positive"
"346","Ну и чушь ...","2015-07-17T19:07:11+03:00","negative"
"347","Воид ультанул....","2015-08-05T15:24:47+03:00","positive"
"348","Сначала понравился, первый сезон интересный, а вот второй... Санта Барбара((","2014-09-18T17:53:38+03:00","positive"
"349","Норм сериал, правда через чур затянут, можно было б и в 1 сезон уложится","2014-09-23T19:10:48+03:00","positive"
"350","3 Й СЕЗОН  ПРОСТО КОШМАР!!!!","2015-08-28T20:36:45+03:00","negative"
"351","Это конец ? Я так и не понял кто там выживет . Кидалава","2014-09-27T00:12:38+03:00","positive"
"352","1й сезон - да. 2й сезон - нет","2014-09-23T00:40:36+03:00","negative"
"353","2 серия 2 сезона 34:50! Это сам Кинг просить кофе ?! Круто))","2014-07-06T12:54:39+03:00","positive"
"354","Первая серия просто КАЛЛ отбила охоту смотреть дальше","2013-11-27T11:44:47+02:00","negative"
"355","Чем то напоминает Эврику)","2013-10-02T22:10:51+03:00","positive"
"356","Мне сериал понравился. Да, отличается от книги, но по моему в лучшую сторону - не такой жестокий.","2013-08-22T17:47:59+03:00","positive"
"357","не ну нічо так)))+7","2013-07-14T11:41:48+03:00","positive"
"358","сериал прикольный но книга намного лучше. Кинг рулит!","2013-07-04T14:41:04+03:00","positive"
"359","Очень не плохое начало.......","2013-06-26T22:21:00+03:00","positive"
"360","Войд Одобряет :)","2014-05-20T18:09:13+03:00","positive"
"361","Бредятина редкостная !!!","2014-08-21T18:07:55+03:00","negative"
"362","кто я вор,нет хуже -ты политик","2014-07-23T21:09:14+03:00","positive"
"363","Дебильное окончание хорошего фильма))","2013-10-07T22:17:02+03:00","positive"
"364","Идея конечно интересная, но сам сериал получился каким-то второсортным.","2013-12-22T02:02:18+02:00","negative"
"365","Мура тошнотная.","2014-07-20T22:17:12+03:00","negative"
"366","Запороли сериал, смотрю лишь потому что больше нечего смотреть ! &gt;.&lt;","2014-07-29T15:51:36+03:00","negative"
"367","дерьмо","2014-01-02T18:09:43+02:00","negative"
"368","Первые серии интересно остальное пошла магия и тому подобная чипуха","2013-12-05T21:42:00+02:00","negative"
"369","не скажу,что в восторге,но смотрю.","2013-09-27T12:22:27+03:00","positive"
"370","на 90% напоминает сериал ""Иерихон"". Только вместо купола - ядерный апокалипсис....6 из 10","2013-08-12T22:31:06+03:00","positive"
"371","Дякуємо Кінгу за пропаганду високих лесбійських відносин. Чи цього в його книзі не було?","2013-08-07T14:42:55+03:00","negative"
"372","_________________М  Ы  Л  О______________","2013-07-25T19:39:29+03:00","negative"
"373","серіал класний, але лезбіянки харять.","2013-08-16T23:26:42+03:00","positive"
"374","смотрю абы смотреть","2013-09-08T16:31:43+03:00","negative"
"375","хм... где-то я это уже видел... ах да, что-то подобное было в Симпсонах))","2013-09-26T01:08:11+03:00","positive"
"376","Сериал интересный, качественный. Но есть один момент который меня отталкивает","2013-08-01T21:32:39+03:00","positive"
"377","Полный бред!!!!!!","2013-11-11T07:50:22+02:00","negative"
"378","НАПОМИНАЕТ ПОТЕРЯНЫХ ~~~~LOST~~~ КАК-ТО НУДНОВАТО И ПРИТОРНО ...((((((","2013-07-09T22:12:35+03:00","negative"
